filter_i,filter_j,corr_CTCF,corr_B2CTCF,corr_B2noCTCF,diff_B2CTCF_vs_CTCF,diff_B2CTCF_vs_B2no,diff_CTCF_vs_B2no
0,44,0.03702150156407573,-0.09629296113141313,-0.028468409715321396,-0.13331446269548886,-0.06782455141609173,0.06548991127939713
0,45,0.07207929901791205,0.04760256603137729,0.17813328611673,-0.024476732986534758,-0.1305307200853527,-0.10605398709881794
0,46,0.024156454637292577,-0.002604913430606353,0.025001761197366613,-0.02676136806789893,-0.027606674627972966,-0.0008453065600740363
0,47,0.06465128283581936,-0.10789459999783278,-0.012499963060659895,-0.17254588283365213,-0.09539463693717289,0.07715124589647926
0,48,-0.030339928485215096,-0.04059922907558117,-0.013774438288039826,-0.010259300590366071,-0.02682479078754134,-0.01656549019717527
0,49,-0.007355328023188602,0.014665807983733074,-0.04881126948486575,0.022021136006921675,0.06347707746859882,0.04145594146167715
0,50,-0.006598473968653611,-0.07403547959618016,-0.10887225317480227,-0.06743700562752655,0.03483677357862211,0.10227377920614866
0,51,-0.09699978067642723,-0.00066552842359474,-0.01853716940351442,0.09633425225283249,0.017871640979919678,-0.0784626112729128
0,52,0.08138433150400666,-0.015416575148488368,0.03711699192079688,-0.09680090665249502,-0.05253356706928525,0.04426733958320978
0,53,-0.01870374023815969,-0.013202890996901077,0.18356674555858493,0.005500849241258612,-0.19676963655548602,-0.20227048579674461
0,54,0.15357166992234975,-0.07182811682401503,0.01407520362308133,-0.2253997867463648,-0.08590332044709637,0.13949646629926843
0,55,0.024086236404497884,-0.019892575941260458,0.032534746834954206,-0.043978812345758345,-0.05242732277621466,-0.008448510430456323
0,56,-0.05621229039043905,-0.0648984900033747,-0.14683666486851435,-0.00868619961293566,0.08193817486513964,0.09062437447807531
0,57,0.05707231341878939,0.007584728940037323,0.0732416085657809,-0.04948758447875207,-0.06565687962574357,-0.016169295146991502
0,58,0.010633278833645671,-0.10715672644751734,-0.08266594299112028,-0.11779000528116301,-0.02449078345639706,0.09329922182476595
0,59,0.05548604086859091,-0.13172703085593657,-0.05934605153870178,-0.18721307172452747,-0.07238097931723478,0.1148320924072927
0,60,-0.058251533368811934,0.07269257959924734,-0.030863446945319936,0.13094411296805927,0.10355602654456728,-0.027388086423491997
0,61,-0.045759586147975706,-0.15197738856824722,-0.04764354357354476,-0.10621780242027151,-0.10433384499470247,0.0018839574255690508
0,62,-0.016559647264416708,-0.11511806151771754,0.009950245154435999,-0.09855841425330084,-0.12506830667215355,-0.026509892418852706
0,63,-0.0020053425711921654,-0.10975291288412828,0.04850966488723813,-0.10774757031293611,-0.1582625777713664,-0.050515007458430294
0,64,0.00025728319681050113,-0.07292628454410774,0.013127695860901886,-0.07318356774091823,-0.08605398040500963,-0.012870412664091386
0,65,-0.043563938586128045,-0.021040307988297962,-0.03185170270743344,0.022523630597830083,0.010811394719135479,-0.011712235878694605
0,66,-0.050590149587031154,-0.01610911822813564,-0.021568978055309482,0.03448103135889551,0.005459859827173841,-0.029021171531721672
0,67,-0.06267231289433907,-0.027929914846183238,-0.10916638630846859,0.034742398048155834,0.08123647146228535,0.04649407341412952
0,68,-0.05447136195427145,0.011382092765700751,0.043468845915678025,0.0658534547199722,-0.032086753149977276,-0.09794020786994947
0,69,-0.028662314500211044,0.13304616110164424,0.047462520805767926,0.16170847560185528,0.08558364029587631,-0.07612483530597897
0,70,0.0342847543053337,0.13675606045312153,0.04974777205604434,0.10247130614778782,0.0870082883970772,-0.015463017750710635
0,71,0.12674976911173927,0.07231689114128205,0.20313173840237453,-0.05443287797045722,-0.1308148472610925,-0.07638196929063526
0,72,-0.04594893486310958,0.1323787209601117,0.08151786733317157,0.17832765582322127,0.05086085362694012,-0.12746680219628115
